['media_451348_frame_779.jpeg', '0.321216617210683', '0.397891963109354', '0.0652818991097923', '0.100131752305666', 'Poecilosclerida']
['media_450477_frame_7942.jpeg', '0.694496023696628', '0.685563307996244', '0.0264362521612582', '0.117283194888368', 'narella sp.']
['media_450477_frame_7942.jpeg', '0.815782577136687', '0.718370421200536', '0.030359225248242', '0.124909078045685', 'narella sp.']
['media_450477_frame_7942.jpeg', '0.6746923791714', '0.556473403115889', '0.0182334417114264', '0.0888700756764345', 'narella sp.']
['media_450439_frame_3176.jpeg', '', '', '', '', 'Paragorgia sp.']
['media_450439_frame_8601.jpeg', '', '', '', '', 'Candidella gigantea']
['media_450439_frame_1528.jpeg', '0.735443183565558', '0.57082206900558', '0.0253099488776803', '0.116722190049955', 'Parazoanthidae']
['media_450439_frame_2157.jpeg', '0.85933527624872', '0.659457896284678', '0.0425501708675568', '0.117776014606411', 'Parazoanthidae']
['media_450439_frame_7312.jpeg', '0.152532247587231', '0.188118811881188', '0.164655252412769', '0.424074074074074', 'Parazoanthidae']
['media_450439_frame_8181.jpeg', '0.681945990049847', '0.372107116102149', '0.0470028364726388', '0.105403303073248', 'Parazoanthidae']
['media_450439_frame_6323.jpeg', '', '', '', '', 'Hemicorallium sp.']
['media_450439_frame_1918.jpeg', '0.537475431049449', '0.549406654468771', '0.0350421244757009', '0.125907967278821', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.587424483416501', '0.504243411139794', '0.0375473043608182', '0.112582245191271', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.0686397652175197', '0.498420375285298', '0.0302558554416428', '0.0793026062629487', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.193861668592914', '0.622539561971721', '0.0444431172216407', '0.107860696418316', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.234716174862898', '0.436733544102376', '0.0197066059956368', '0.0783765701054754', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.154801628711775', '0.31113223277038', '0.0178596226698785', '0.0503757079637983', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.152383827199222', '0.194054435562093', '0.0532362284469897', '0.11924222309801', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.0632725180654735', '0.185488676616197', '0.0416484210543176', '0.0681309582302416', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.709756884486043', '0.301907656112146', '0.040363103894772', '0.0649335002257101', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.516890264784566', '0.322780773126818', '0.0278298138817601', '0.101080001839568', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.336999478718755', '0.124028417693254', '0.018318322537721', '0.0835891028596809', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.735755434388346', '0.297726929458622', '0.0322019743912868', '0.0976672675518377', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.400111164377208', '0.620807585434011', '0.0380417033187959', '0.0726541122209031', 'narella sp.']
['media_450439_frame_1918.jpeg', '0.454665498598433', '0.851510457701436', '0.0246311398323047', '0.0987963689108185', 'narella sp.']
['media_450439_frame_4045.jpeg', '0.331490972773474', '0.731605880999724', '0.0596865184879712', '0.158724964126409', 'narella sp.']
['media_450439_frame_4255.jpeg', '0.652493968077209', '0.506398973230656', '0.191706106161841', '0.439649798313165', 'narella sp.']
['media_450439_frame_4123.jpeg', '0.0556792873051225', '0.00198019801980198', '0.211508212694877', '0.476732673267327', 'narella sp.']
['media_450439_frame_6323.jpeg', '0.526726057906459', '0.693069306930693', '0.102994951401445', '0.18169313466', 'narella sp.']
['media_450439_frame_6323.jpeg', '0.26837416481069', '0.712871287128713', '0.0800633351893096', '0.174165749908324', 'narella sp.']
['media_450439_frame_6323.jpeg', '0.343539962599392', '0.734398588373689', '0.0757714702142681', '0.218070486916678', 'narella sp.']
['media_450439_frame_6323.jpeg', '0.419903981131046', '0.576233938575376', '0.0391081264055885', '0.102673446761923', 'narella sp.']
['media_450439_frame_6323.jpeg', '0.557115925363817', '0.628464475748699', '0.058397484301362', '0.0850891738269292', 'narella sp.']
['media_450439_frame_6284.jpeg', '0.162583518930958', '0.744316098276494', '0.11573635857461', '0.243646864686469', 'narella sp.']
['media_450439_frame_7312.jpeg', '0.0311804008908686', '0.245544554455446', '0.149027932442465', '0.447973964063073', 'narella sp.']
['media_450439_frame_7312.jpeg', '0.317371937639198', '0.164356435643564', '0.211794729027468', '0.281013934726806', 'narella sp.']
['media_450439_frame_7219.jpeg', '0.516703786191537', '0.37029702970297', '0.0744420471417965', '0.142665933259993', 'narella sp.']
['media_450439_frame_7219.jpeg', '0.544543429844098', '0.295049504950495', '0.113789903489235', '0.172543087642097', 'narella sp.']
['media_450439_frame_7312.jpeg', '0.486636971046771', '0.473267326732673', '0.333154695619896', '0.48506600660066', 'narella sp.']
['media_450439_frame_8271.jpeg', '0.321755262211931', '0.716311492397865', '0.0790910950226252', '0.104421688868556', 'narella sp.']
['media_450439_frame_8271.jpeg', '0.364142739195655', '0.640546642122958', '0.0854226016804813', '0.117749104118333', 'narella sp.']
['media_450439_frame_8271.jpeg', '0.502448603612866', '0.668145813893821', '0.119280902832785', '0.136818890909993', 'narella sp.']
['media_450439_frame_8271.jpeg', '0.230650659530086', '0.680720481289053', '0.0699465885181139', '0.0741925718974537', 'narella sp.']
['media_450439_frame_8271.jpeg', '0.0530547563111459', '0.792384225221202', '0.0694811059589837', '0.141779592838272', 'narella sp.']
['media_450439_frame_8271.jpeg', '0.820712694877506', '0.532673267326733', '0.067828971789161', '0.144178584525119', 'narella sp.']
['media_450439_frame_8271.jpeg', '0.411837744067076', '0.576489632461596', '0.0582666443259188', '0.0752691514414857', 'narella sp.']
['media_450439_frame_8271.jpeg', '0.498719546902049', '0.552155961470735', '0.0559208679714738', '0.120842211803383', 'narella sp.']
['media_450439_frame_8271.jpeg', '0.545651235040584', '0.53836688124258', '0.0260415113547627', '0.075464421640795', 'narella sp.']
['media_450439_frame_8271.jpeg', '0.0178301317743133', '0.612101210121012', '0.091180632887899', '0.122918958562523', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.523385300668151', '0.633663366336634', '0.0677605326651818', '0.105566309312449', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.161825276164305', '0.681209685324968', '0.0312845860294592', '0.0734341540589702', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.23870847459834', '0.63680178413881', '0.0774802673107633', '0.132250287735044', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.380598605041642', '0.694803940790119', '0.0262182905770944', '0.0814522473286933', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.170656295984434', '0.856807175767082', '0.0675820764012595', '0.135141164900318', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.0962733641661391', '0.605766591510636', '0.0443204813194983', '0.0666873754207104', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.0375170986962258', '0.651080776394471', '0.0448993190854863', '0.0916898965061523', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.00687573319328773', '0.71723948632487', '0.0545175322229149', '0.100538749832079', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.389297372070753', '0.521314377312319', '0.0412459347154543', '0.0708579587331671', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.596185318967951', '0.874026566022939', '0.0405043191750041', '0.108598800680398', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.472330450747625', '0.517651480700876', '0.0450692590820249', '0.0606664628921638', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.574841381993005', '0.512213778514815', '0.0404952036196342', '0.129669896651381', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.69043834408296', '0.400040192138026', '0.0461422901712804', '0.10346319306023', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.719362652382715', '0.412522571770379', '0.0354243503895845', '0.114095243476493', 'narella sp.']
['media_450439_frame_8601.jpeg', '0.542957934236437', '0.466765676567657', '0.0387384461748934', '0.090568857040025', 'narella sp.']
['media_450441_frame_419.jpeg', '', '', '', '', 'Euryalidae']
['media_450477_frame_7732.jpeg', '0.526063587544209', '0.290265660229389', '0.0481392054100416', '0.0595619892022205', 'narella sp.']
['media_450329_frame_599.jpeg', '0.305288204854774', '0.580637655121196', '0.0571204425658277', '0.125460207140993', 'narella sp.']
['media_450329_frame_599.jpeg', '0.807583342220525', '0.754659347122831', '0.0339832521645671', '0.150610179829864', 'narella sp.']
['media_450329_frame_599.jpeg', '0.800306734483041', '0.565108050409001', '0.0458822997838178', '0.157072400309338', 'narella sp.']
['media_450329_frame_599.jpeg', '0.208383762977366', '0.809004704953305', '0.0359828387684744', '0.117746303480871', 'narella sp.']
['media_450329_frame_599.jpeg', '0.230384816419561', '0.767257385804587', '0.0650338328022979', '0.155029310084918', 'narella sp.']
['media_450329_frame_599.jpeg', '0.41921343602793', '0.782268405058328', '0.0567824861409331', '0.121857007482926', 'narella sp.']
['media_450329_frame_599.jpeg', '0.3141016528628', '0.818934236657989', '0.0330220837929677', '0.109943832667095', 'narella sp.']
['media_450329_frame_599.jpeg', '0.515400705632661', '0.561178461080431', '0.04178962062283', '0.0888985466203386', 'narella sp.']
['media_450329_frame_599.jpeg', '0.745342707408445', '0.555667091461621', '0.03686157914752', '0.119404415689094', 'narella sp.']
['media_450329_frame_564.jpeg', '0.00427771705967041', '0.808743969296697', '0.0757441263200235', '0.14403380848108', 'narella sp.']
['media_450329_frame_564.jpeg', '0.0613260448256241', '0.747270917487177', '0.0478081455022855', '0.08390625989625', 'narella sp.']
['media_450329_frame_1108.jpeg', '0.351400069184998', '0.774555871428727', '0.0431602311191512', '0.0611563085213729', 'narella sp.']
['media_450329_frame_1108.jpeg', '0.560999764592768', '0.866777766885599', '0.0356605426969651', '0.0866050713982289', 'narella sp.']
['media_450329_frame_1108.jpeg', '0.168345117081099', '0.862060490434445', '0.0473110163953465', '0.0636979319424462', 'narella sp.']
['media_450329_frame_1108.jpeg', '0.550290926017331', '0.798872336307704', '0.0228507233757185', '0.0739612462346345', 'narella sp.']
['media_450329_frame_1108.jpeg', '0.708240534521158', '0.811881188118812', '0.108946965478842', '0.170526219288595', 'narella sp.']
['media_450329_frame_1138.jpeg', '0.201761955442516', '0.628280778572907', '0.0381436473476747', '0.0576974476351641', 'narella sp.']
['media_450329_frame_1138.jpeg', '0.342265084663932', '0.578756712304894', '0.0444283389935786', '0.0938881949327435', 'narella sp.']
['media_450329_frame_1138.jpeg', '0.331939128747359', '0.706808500982111', '0.0424341983567377', '0.0641702883159603', 'narella sp.']
['media_450329_frame_1138.jpeg', '0.641051498469272', '0.556114433225501', '0.021793933564098', '0.0988407984087738', 'narella sp.']
['media_450329_frame_1138.jpeg', '0.734049035985887', '0.579913697067492', '0.0190537176738656', '0.0810349440929203', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.357461024498886', '0.681188118811881', '0.0534764755011135', '0.166034103410341', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.385132389612159', '0.293684988151058', '0.0332435763793084', '0.130793045216391', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.409440366066426', '0.222498928271763', '0.0372259944746577', '0.128587829239705', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.504921181756554', '0.299050991564748', '0.0513554933687365', '0.103887404325324', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.668971997377949', '0.251601974859508', '0.0314088749844495', '0.107168820628549', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.674642677799921', '0.15217308807644', '0.0344021278932974', '0.092359703364298', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.34384156639792', '0.185595529681926', '0.05134092287043', '0.0993992948524775', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.01965835879617', '0.601842201348237', '0.0554880017262487', '0.120758092754025', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.0161937305772456', '0.490987541365064', '0.0559467755242763', '0.153572255786268', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.0317558103630438', '0.432102887482857', '0.0570053025363777', '0.143382767686376', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.0638896660875525', '0.442045776161164', '0.0593503651692141', '0.0859514063953761', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.107590687224226', '0.534913684025168', '0.0510670136568596', '0.136880666201934', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.231270732195513', '0.492500194900042', '0.0360025995002453', '0.12209223113299', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.533666561673801', '0.227919622178573', '0.0357416381863185', '0.0836181231189981', 'narella sp.']
['media_450329_frame_1750.jpeg', '0.500280093786737', '0.211873563593983', '0.036503283698531', '0.0847173686473891', 'narella sp.']
['media_450329_frame_2097.jpeg', '0.270204726334959', '0.324476286584777', '0.0330926998388318', '0.114393105977264', 'narella sp.']
['media_450329_frame_2097.jpeg', '0.116475643722005', '0.284816368631118', '0.0665312842893161', '0.104911388095172', 'narella sp.']
['media_450329_frame_2097.jpeg', '0.263521153918094', '0.237414867541026', '0.0393976212605592', '0.110307023612763', 'narella sp.']
['media_450329_frame_2097.jpeg', '0.304516942945937', '0.0647049635429351', '0.0303804361515754', '0.152001463272586', 'narella sp.']
['media_450329_frame_2097.jpeg', '0.361945415522958', '0.132934970064663', '0.0264081828349479', '0.121237400876135', 'narella sp.']
['media_450329_frame_2097.jpeg', '0.198460757768169', '0.291554008261112', '0.037945496720638', '0.0883366089610788', 'narella sp.']
['media_450329_frame_2097.jpeg', '0.33757291333397', '0.0846777549042033', '0.0276075417648908', '0.0856219911197818', 'narella sp.']
['media_450329_frame_2097.jpeg', '0.85931795663216', '0.129340986903971', '0.0615201978894625', '0.146219152443297', 'narella sp.']
['media_450329_frame_2097.jpeg', '0.843934538395147', '0.0172603266927353', '0.0926016951910632', '0.14983497543007', 'narella sp.']
['media_450329_frame_2097.jpeg', '0.934661636464684', '0.0385179126410991', '0.0408391774367025', '0.112660432709938', 'narella sp.']
['media_450329_frame_2097.jpeg', '0.741926348331606', '0.187385332592665', '0.0260217938071751', '0.0597223966987825', 'narella sp.']
['media_450329_frame_2097.jpeg', '0.77182522397789', '0.0502702349442865', '0.0430782108831435', '0.0785180142510034', 'narella sp.']
['media_450329_frame_5664.jpeg', '0.536294794011826', '0.325885683361149', '0.115040828021944', '0.206243124312431', 'narella sp.']
['media_450329_frame_5664.jpeg', '0.332286859897458', '0.401869333798066', '0.0489397810468605', '0.159853373126091', 'narella sp.']
['media_450329_frame_5664.jpeg', '0.226411932538622', '0.379391911871789', '0.0444901348881888', '0.129785498718555', 'narella sp.']
['media_450329_frame_5664.jpeg', '0.16491642284373', '0.497035280169014', '0.0649732167921569', '0.166255115793941', 'narella sp.']
['media_450329_frame_5664.jpeg', '0.296638286202542', '0.642688974251294', '0.0213126702484889', '0.0847787838923239', 'narella sp.']
['media_450329_frame_5664.jpeg', '0.382760469918769', '0.270168931634638', '0.0337620312775141', '0.135257886441376', 'narella sp.']
['media_450329_frame_5664.jpeg', '0.334090759815335', '0.283136675053644', '0.0566362098065145', '0.127918143666218', 'narella sp.']
['media_450329_frame_5664.jpeg', '0.87805830989595', '0.425500441133222', '0.0612924077481978', '0.130088941107471', 'narella sp.']
['media_450329_frame_5664.jpeg', '0.876184886511255', '0.579609460946095', '0.0721813711103725', '0.144063165591098', 'narella sp.']
['media_450329_frame_5664.jpeg', '0.867769698873021', '0.321110329412418', '0.0938159408931503', '0.0629308000244469', 'narella sp.']
